"Mike Trout_LAA","Paul Goldschmidt_ARI","Ryan Braun_MIL","Jose Altuve_HOU","Freddie Freeman_ATL","Carlos Correa_HOU","Josh Donaldson_TOR","Jose Abreu_CWS","Eric Thames_MIL","Francisco Lindor_CLE","Jay Bruce_NYM","Jake Lamb_ARI","AJ Pollock_ARI","Michael Conforto_NYM","George Springer_HOU","Wil Myers_SD","Corey Seager_LAD","Evan Longoria_TB","Edwin Encarnacion_CLE","Michael Brantley_CLE","Nelson Cruz_SEA","Giancarlo Stanton_MIA","Jonathan Villar_MIL","Jose Bautista_TOR","Jean Segura_SEA","Robinson Cano_SEA","Curtis Granderson_NYM","Cody Bellinger_LAD","Jose Ramirez_CLE","Carlos Santana_CLE","Jose Reyes_NYM","Neil Walker_NYM","Christian Yelich_MIA","Khris Davis_OAK","Yonder Alonso_OAK","Asdrubal Cabrera_NYM","Dee Gordon_MIA","Buster Posey_SF","Justin Turner_LAD","Yasiel Puig_LAD","Albert Pujols_LAA","Yoenis Cespedes_NYM","Lucas Duda_NYM","Eduardo Nunez_SF","Logan Forsythe_LAD","Joc Pederson_LAD","Brad Miller_TB","Steve Pearce_TOR","Matt Kemp_ATL","Justin Smoak_TOR","Kyle Seager_SEA","Rajai Davis_OAK","Ben Gamel_SEA","Chris Owings_ARI","Yasmany Tomas_ARI","Steven Souza_TB","Colby Rasmus_TB","Troy Tulowitzki_TOR","Kole Calhoun_LAA","Todd Frazier_CWS","Alex Bregman_HOU","Marcell Ozuna_MIA","Ryan Schimpf_SD","Keon Broxton_MIL","Hunter Pence_SF","Kevin Kiermaier_TB","Jason Kipnis_CLE","Wilson Ramos_TB","Logan Morrison_TB","Devon Travis_TOR","Ezequiel Carrera_TOR","Cameron Maybin_LAA","Avisail Garcia_CWS","Melky Cabrera_CWS","David Peralta_ARI","Evan Gattis_HOU","Domingo Santana_MIL","Travis Shaw_MIL","Corey Dickerson_TB","Kendrys Morales_TOR","Ender Inciarte_ATL","CJ Cron_LAA","Marcus Semien_OAK","Jed Lowrie_OAK","Wilmer Flores_NYM","Carlos Beltran_HOU","Yangervis Solarte_SD","Brandon Belt_SF","Adrian Gonzalez_LAD","Matt Duffy_TB","Russell Martin_TOR","Kevin Pillar_TOR","Luis Valbuena_LAA","Ryon Healy_OAK","David Wright_NYM","Brandon Drury_ARI","Manuel Margot_SD","Hernan Perez_MIL","Denard Span_SF","Yasmani Grandal_LAD","Tyler Naquin_CLE","Nick Markakis_ATL","Jefry Marte_LAA","Tim Anderson_CWS","Mitch Haniger_SEA","Trevor Plouffe_OAK","JT Realmuto_MIA","Marwin Gonzalez_HOU","Josh Reddick_HOU","Hunter Renfroe_SD","Orlando Arcia_MIL","Alex Dickerson_SD","Joe Panik_SF","Brandon Crawford_SF","Christian Arroyo_SF","Brandon Phillips_ATL","Adonis Garcia_ATL","Matt Davidson_CWS","Danny Valencia_SEA","Travis d'Arnaud_NYM","Jeremy Hazelbaker_ARI","Norichika Aoki_HOU","Martin Prado_MIA","Nick Franklin_MIL","Cory Spangenberg_SD","Jett Bandy_MIL","Chris Taylor_LAD","Mallex Smith_TB","Abraham Almonte_CLE","Jake Bauers_TB","Lonnie Chisenhall_CLE","Tim Beckham_TB","Dansby Swanson_ATL","Ben Revere_LAA","Tyler Saladino_CWS","Yunel Escobar_LAA","Matt Joyce_OAK","Leonys Martin_SEA","Taylor Motter_SEA","Chris Herrmann_ARI","Brandon Nimmo_NYM","TJ Rivera_NYM","Brian McCann_HOU","Jesus Aguilar_MIL","Andre Ethier_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Brandon Guyer_CLE","Bradley Zimmer_CLE","Andrelton Simmons_LAA","Stephen Vogt_OAK","Socrates Brito_ARI","Derek Fisher_HOU","Yuli Gurriel_HOU","Justin Bour_MIA","Travis Jankowski_SD","Jarrett Parker_SF","Peter Bourjos_TB","Derek Norris_TB","Jace Peterson_ATL","Darwin Barney_TOR","Danny Espinosa_LAA","Jarrod Dyson_SEA","Gregor Blanco_ARI","Juan Lagares_NYM","Gavin Cecchini_NYM","Derek Dietrich_MIA","Matt Szczur_SD","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Nick Hundley_SF","Kike Hernandez_LAD","Trayce Thompson_LAD","Rickie Weeks_TB","Austin Jackson_CLE","Yan Gomes_CLE","Dalton Pompey_TOR","Rowdy Tellez_TOR","Ryan Goins_TOR","Tyler Flowers_ATL","Mike Zunino_SEA","Josh Phegley_OAK","Mark Canha_OAK","Matt Reynolds_NYM","Kevin Plawecki_NYM","Mac Williamson_SF","Andrew Toles_LAD","Austin Barnes_LAD","Curt Casali_TB","Giovanny Urshela_CLE","Danny Santana_ATL","Charlie Tilson_CWS","Adam Rosales_OAK","Eric Sogard_MIL","Christian Bethancourt_SD","Manny Pina_MIL","Austin Hedges_SD","Aaron Hill_SF","Kelby Tomlinson_SF","Rob Segedin_LAD","Jesus Sucre_TB","Daniel Robertson_TB","Yandy Diaz_CLE","Daniel Robertson_CLE","Erik Gonzalez_CLE","Micah Johnson_ATL","Jarrod Saltalamacchia_TOR","Guillermo Heredia_SEA","Chris Iannetta_ARI","Mike Aviles_MIA","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Destin Hood_MIA","Erick Aybar_SD","Rio Ruiz_ATL","Leury Garcia_CWS","Jacob May_CWS","Shawn O'Malley_SEA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Daniel Descalso_ARI","Rene Rivera_NYM","Adeiny Hechavarria_MIA","Jake Marisnick_HOU","Luis Sardinas_SD","Allen Cordoba_SD","Gorkys Hernandez_SF","Scott Van Slyke_LAD","Roberto Perez_CLE","Cody Asche_CWS","Carlos Ruiz_SEA","Boog Powell_SEA","Bruce Maxwell_OAK","Nick Ahmed_ARI","AJ Ellis_MIA","Jabari Blash_SD","Conor Gillaspie_SF","Kurt Suzuki_ATL","Chris Coghlan_TOR","Martin Maldonado_LAA","Juan Graterol_LAA","Geovany Soto_CWS","Omar Narvaez_CWS","Willy Garcia_CWS","Tuffy Gosewisch_SEA","JT Riddle_MIA","Steve Lombardozzi_MIA","Hector Sanchez_SD","Justin Ruggiano_SF","Drew Stubbs_SF","Shane Peterson_TB","Michael Martinez_CLE","Luke Maile_TOR","Carlos Perez_LAA","Yolmer Sanchez_CWS","Jeff Mathis_ARI","Michael Morse_SF","Kevan Smith_CWS","Mike Freeman_SEA","Daniel Vogelbach_SEA","Miguel Rojas_MIA","Tim Federowicz_SF","Anthony Recker_ATL","Cliff Pennington_LAA","Chad Pinder_OAK","Tony Kemp_HOU","Luis Torrens_SD","Mike Ohlman_TOR","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL","Zack Collins_CWS","Matt Olson_OAK","Jaff Decker_OAK","Chris Marrero_SF","Brett Eibner_LAD"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24833333333333,0,0,0,0,0,14.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12807881773399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8868092691622,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50833333333333,0,0,0,0,0,15.2289473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9542483660131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33.465367965368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.2208333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.75076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9938461538462,-0.465579710144928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.856666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.62183908045977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.43684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57011494252874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.465579710144928,29.964367816092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33128078817734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.51470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,28.0964052287581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0606060606061,0,0,0,0,0,0,0,0,0,0,0,0,-12.4117647058824,39.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2527472527473,0,0,0,0,0,0,0,0,0,0,0,0,0,80.8713450292398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.9083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56153846153846,0,0,0,1.64619883040936,10.6376811594203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0687830687831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0061538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8786764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30.3691520467836,0,-4.63398692810458,0,0,0,0,0,0,0,0,3.58455882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77124183006536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5555555555556,0,0,0,0,0,0,0,0,0,-13.9926470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86363636363636,-11.5175438596491,0,0,0,0,0,0,0,0,0,0,0,0,35.447619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.01838235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,45.8181818181818,0,0,0,0,0,-3.82352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2156862745098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.6380952380952,0,0,0,0,0,0,0,0,0,0,0,0,-8.3,-16.1654411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,19.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0058479532164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,30.6220238095237,0,0,0,0,0,0,0,0,6.83333333333333,19.3846153846154,0,0,0,0,0,0,0,0,14.0214285714286,6.92380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.347619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
